season,episode,character,line
4,48,Professor Radja,Where are the guts?
4,48,Chidi Anagonye,I understand.
4,48,Chidi Anagonye,I do.
4,48,Chidi Anagonye,"So, I'm going to go home, and compose a short paper for you, arguing that I should continue working on this longer paper."
4,48,Professor Radja,Shut up!
4,48,Uzo,Wow.
4,48,Uzo,Tough week.
4,48,Uzo,"Sorry, pal."
4,48,Chidi Anagonye,"Honestly, I don't know what hurts more, my thesis meeting or Allesandra."
4,48,Chidi Anagonye,"She was brilliant, and funny I thought that maybe she was the answer."
4,48,Uzo,Some things in life don't have an answer.
4,48,Uzo,Isn't that what Allesandra was saying?
4,48,Uzo,"Isn't that what your advisor said, too?"
4,48,Uzo,Isn't that what everyone who knows you has said to you at every waking moment of your life?
4,48,Chidi Anagonye,"Okay, I can figure this out."
4,48,Chidi Anagonye,"I just need to find the answer for how to impress Allesandra, a separate answer for how to impress my advisor or, ideally, one answer for how to impress them both."
4,48,Chidi Anagonye,"Oh, you know what this calls for?"
4,48,Uzo,Don't say it.
4,48,Chidi Anagonye,A Venn diagram.
4,48,Chidi Anagonye,Yeah.
4,48,Uzo,No Venn diagram.
4,48,Uzo,"If you won't listen to other people, do you at least hear what you're saying?"
4,48,Uzo,"I swear, sometimes it is literally impossible to be your friend."
4,48,Uzo,You're incapable of making a single decision.
4,48,Chidi Anagonye,"Look, what's the harm in taking a few extra minutes to find the perfect"
4,48,Michael,Chidi?
4,48,Michael,Come on in.
4,48,Michael,Unless you'd be more comfortable out here?
4,48,Chidi Anagonye,Oh.
4,48,Chidi Anagonye,"Well, I feel like you want me to"
4,48,Michael,"I'll tell you what, I'll decide for you."
4,48,Michael,Come on in.
4,48,Chidi Anagonye,Great.
4,48,Michael,Watch this.
4,48,Michael,Your fridge chooses your breakfast for you.
4,48,Chidi Anagonye,Oatmeal and almond milk.
4,48,Michael,Extra filmy.
4,48,Michael,You don't even have to decide.
4,48,Michael,It just knows what you want.
4,48,Michael,And for all your other requests Janet?
4,48,Janet,"Hi, there."
4,48,Michael,Janet knows the answers to all the questions in the universe.
4,48,Michael,Ask her anything.
4,48,Chidi Anagonye,Which answer do I want?
4,48,Chidi Anagonye,"Something profound, obviously."
4,48,Chidi Anagonye,Shouldn't be trivial or salacious.
4,48,Chidi Anagonye,"Or maybe I should start small, maybe ramp up."
4,48,Chidi Anagonye,I or I can't
4,48,Chidi Anagonye,What's the biggest fish?
4,48,Janet,The whale shark.
4,48,Chidi Anagonye,Cool.
4,48,Chidi Anagonye,I'm sorry.
4,48,Chidi Anagonye,I'll have better questions later.
4,48,Janet,"You don't need to apologize, Chidi."
4,48,Janet,All questions are equally important to me.
4,48,Chidi Anagonye,"Oh, well, then, you and I are gonna get along great."
4,48,Michael,I need to go welcome some more residents.
4,48,Michael,Are there any other questions I can answer for you before I go?
4,48,Chidi Anagonye,"Well, yes."
4,48,Chidi Anagonye,Is there a relationship equivalent to the oatmeal?
4,48,Chidi Anagonye,"Uh is there like a, sort of"
4,48,Michael,Soulmate?
4,48,Michael,Yes.
4,48,Michael,Every person in the Good Place has one perfect match.
4,48,Michael,"In an hour, come on by the little house that looks like a face, and get the answer to your ultimate question."
4,48,Michael,Her name's Eleanor.
4,48,Jason Mendoza,"Oh, man."
4,48,Jason Mendoza,Remember this?
4,48,Chidi Anagonye,Yeah!
4,48,Chidi Anagonye,"Yeah, that was eight minutes ago."
4,48,Janet,Mmm-hmm.
4,48,Chidi Anagonye,"So, you just proposed to Janet, and you said yes, and now you're married."
4,48,Jason Mendoza,Mmm-hmm.
4,48,Janet,Mmm-hmm.
4,48,Chidi Anagonye,"You know, I thought saying that out loud would make it less insane, but it did not."
4,48,Jason Mendoza,"Thanks, homie."
4,48,Janet,"If you'd like to get us a present, we're registered at me."
4,48,Chidi Anagonye,"You know, Jason, I I think I need your help."
4,48,Chidi Anagonye,Can I ask you something?
4,48,Jason Mendoza,Whoa.
4,48,Jason Mendoza,No one's ever asked me for advice before.
4,48,Jason Mendoza,And you're a high school principal.
4,48,Chidi Anagonye,College professor.
4,48,Chidi Anagonye,Who who told you how to do this?
4,48,Chidi Anagonye,"Like, how can you just make a decision this big?"
4,48,Jason Mendoza,"Chidi, here's the thing with stuff."
4,48,Jason Mendoza,"You can look at a problem from every angle and drive yourself crazy, but sometimes you just gotta huck a Molotov cocktail at a drone and see what happens."
4,48,Chidi Anagonye,Is what happens that the drone blows up?
4,48,Jason Mendoza,Usually.
4,48,Jason Mendoza,"I mean, where I'm from, most things blow up eventually."
4,48,Jason Mendoza,"So I learned that when something dope comes along, you gotta lock it down."
4,48,Jason Mendoza,"If you're always frozen in fear, and taking too long to think about what to do, you'll miss your opportunity, and maybe get sucked into the propeller of a swamp boat."
4,48,Chidi Anagonye,I just I don't think I'll ever be the kind of person who just acts.
4,48,Chidi Anagonye,"I mean, I can't just open a door and walk through without knowing what's on the other side."
4,48,Chidi Anagonye,"Even with eternity to try, I just don't think that can happen."
4,48,Janet,"Well, I never thought I'd ever be able to get married."
4,48,Janet,I thought I was too old.
4,48,Janet,"I'm infinity, but strange things happen in the afterlife."
4,48,Eleanor Shellstrop,We figured it out once.
4,48,Eleanor Shellstrop,We can do it again.
4,48,Eleanor Shellstrop,"Because you know what, Michael?"
4,48,Eleanor Shellstrop,Ya basic --
4,48,Michael,"This is your soulmate, Salamasina."
4,48,Michael,"Meet your soulmate, Guan-yin."
4,48,Michael,Tahani.
4,48,Michael,Karen.
4,48,Chidi Anagonye,"Esmerelda, you don't bring knives to a friendly game night."
4,48,Chidi Anagonye,"I mean, who does that?"
4,48,Esmeralda,The prepared.
4,48,Tahani Al-Jamil,"Chidi, Esmerelda, it's your turn!"
4,48,Esmeralda,Blood.
4,48,Esmeralda,Seas of blood.
4,48,Esmeralda,Enemies.
4,48,Esmeralda,Uh a thousand years of darkness.
4,48,Chidi Anagonye,Uh nightmares.
4,48,Esmeralda,Blood.
4,48,Esmeralda,Ennui?
4,48,Esmeralda,Lamenting the inexorable passage of time.
4,48,Esmeralda,Fire and blood.
4,48,Esmeralda,Ugh!
4,48,Esmeralda,You fool.
4,48,Esmeralda,"It was ""birthday parties""."
4,48,Chidi Anagonye,"""Birthday parties""?"
4,48,Esmeralda,These trivialities demean me.
4,48,Esmeralda,I must away and tend to my ravens.
4,48,Tahani Al-Jamil,"Well, you never know what'll happen at game night."
4,48,Tahani Al-Jamil,Let's continue.
4,48,Tahani Al-Jamil,I think I can find you another partner.
4,48,Chidi Anagonye,"Tahani, thank you so much."
4,48,Chidi Anagonye,That ended up being one of the best nights I've had since we got here.
4,48,Tahani Al-Jamil,You and Eleanor made a good pair.
4,48,Tahani Al-Jamil,You two really tore through that round of charades.
4,48,Chidi Anagonye,"Oh, I'm pretty sure she was reading the cards off the reflection in my glasses, but, yeah, that was amazing."
4,48,Chidi Anagonye,Um can I ask you something?
4,48,Tahani Al-Jamil,Hmm.
4,48,Chidi Anagonye,Tonight could've been a real disaster.
4,48,Chidi Anagonye,How do you have the confidence to just swoop in and so elegantly take charge of a whole group of strangers?
4,48,Tahani Al-Jamil,"Honestly, the confidence comes from failure."
4,48,Tahani Al-Jamil,I've thrown my fair share of disastrous gatherings.
4,48,Tahani Al-Jamil,Remind me to tell you someday about Timothee Chalamet's bar mitzvah.
4,48,Tahani Al-Jamil,But you live through the failure and you learn from it.
4,48,Chidi Anagonye,"Yeah, I just I can't operate that way."
4,48,Chidi Anagonye,I can't make a decision unless I'm sure I'm right.
4,48,Eleanor Shellstrop,"Hey, Chidi."
4,48,Eleanor Shellstrop,"You're a philosophy professor, right?"
4,48,Eleanor Shellstrop,Any chance you'd want to grab a drink and talk about ethics?
4,48,Eleanor Shellstrop,"It's a subject I've recently needed to learn about, immediately."
4,48,Chidi Anagonye,Sounds great.
4,48,Chidi Anagonye,"Uh, let me get my coat."
4,48,Eleanor Shellstrop,Awesome.
4,48,Eleanor Shellstrop,"By the way, I wasn't cheating before or eavesdropping just now."
4,48,Eleanor Shellstrop,Whoo!
4,48,Eleanor Shellstrop,"When we started three months ago, I never thought I'd get so into philosophy that we'd study past midnight."
4,48,Eleanor Shellstrop,Esmerelda must be wondering where her soulmate is.
4,48,Chidi Anagonye,Ah.
4,48,Chidi Anagonye,She's off in her aviary.
4,48,Eleanor Shellstrop,Oh.
4,48,Chidi Anagonye,"Sometimes, I think her ravens are her real soulmate."
4,48,Chidi Anagonye,"I'm not kidding, actually."
4,48,Chidi Anagonye,You should see her with them.
4,48,Chidi Anagonye,It's intense.
4,48,Chidi Anagonye,"And if I'm being honest, sexually charged."
4,48,Chidi Anagonye,Anyways.
4,48,Chidi Anagonye,Um this has been fun as always --
4,48,Chidi Anagonye,Uh what was why did you who was it?
4,48,Eleanor Shellstrop,"Okay, I'll take those one at a time, I guess."
4,48,Eleanor Shellstrop,Um it was a kiss.
4,48,Eleanor Shellstrop,I did it because I wanted to.
4,48,Eleanor Shellstrop,"And as far as who it was, it was me, weirdo."
4,48,Chidi Anagonye,"Eleanor, I I have a soulmate."
4,48,Eleanor Shellstrop,"Yeah, and you're not into her at all."
4,48,Eleanor Shellstrop,"I mean, come on."
4,48,Eleanor Shellstrop,There is no way you're supposed to spend eternity with a woman who sleeps in a giant nest.
4,48,Chidi Anagonye,"Look, I know she and I are in a rough patch, but we just have to find the answer for how to get out of it."
4,48,Chidi Anagonye,Like my parents.
4,48,Chidi Anagonye,You remember that story I told you about my parents?
4,48,Eleanor Shellstrop,"Yeah, I don't think that story is as cute as you think it is, man."
4,48,Eleanor Shellstrop,"I mean, I'm sure you were cute, you know, big melon head and a little necktie."
4,48,Eleanor Shellstrop,But that moment?
4,48,Eleanor Shellstrop,"Woof, that's too much to put on an eight-year-old."
4,48,Eleanor Shellstrop,"I kinda wish cute little Chidi just got to be a kid, rather than a miniature professor trying to solve all the world's problems."
4,48,Chidi Anagonye,"Well, but living that way led me to philosophy."
4,48,Chidi Anagonye,"And, sure, I was written up in a medical journal as the youngest person ever with a stress-induced ulcer, but I got into the Good Place."
4,48,Chidi Anagonye,"So, if you don't mind, I'm gonna take a second to think about what I owe my universe-approved soulmate, and not just, uh, make out with you."
4,48,Eleanor Shellstrop,"Okay, man."
4,48,Eleanor Shellstrop,Kiss rescinded.
4,48,Eleanor Shellstrop,"We'll just study, like two platonic nerds, until Michael discovers me, or until Esmerelda turns me into a toad with her magic amulet, because she can see that we're obviously into each other."
4,48,Eleanor Shellstrop,Oh.
4,48,Eleanor Shellstrop,Sorry you got an actual human being instead of your true soulmate a library cart full of damp saltines.
4,48,Chidi Anagonye,You are unbelievable.
4,48,Chidi Anagonye,I don't know what I did to deserve you.
4,48,Eleanor Shellstrop,"Believe it, baby."
4,48,Eleanor Shellstrop,I'm all yours.
4,48,Eleanor Shellstrop,At least until something better comes along.
4,48,Eleanor Shellstrop,For me.
4,48,Eleanor Shellstrop,You've pretty much topped out.
4,48,Eleanor Shellstrop,You okay?
4,48,Chidi Anagonye,No!
4,48,Chidi Anagonye,I have to give Michael a new draft of my thesis and I'm a mess.
4,48,Chidi Anagonye,Will you help me?
4,48,Eleanor Shellstrop,Woof!
4,48,Eleanor Shellstrop,You want my help with philosophy?
4,48,Eleanor Shellstrop,You must be in rough shape.
4,48,Eleanor Shellstrop,"I mean, yes, of course."
4,48,Eleanor Shellstrop,I'm here for you.
4,48,Eleanor Shellstrop,What do you need?
4,48,Eleanor Shellstrop,"I need someone to help guide me, morally speaking."
4,48,Eleanor Shellstrop,And I think I need it to be you.
4,48,Eleanor Shellstrop,"There's a real possibility that I'm in love with you again, here, on this plane of existence, uh, today, now."
4,48,Eleanor Shellstrop,"We found each other before, hundreds of times."
4,48,Eleanor Shellstrop,We can do it again.
4,48,Eleanor Shellstrop,"Bye, Chidi."
4,48,Michael,You're sure you want to do this?
4,48,Chidi Anagonye,I finally make up my mind about one damn thing and you try to talk me out of it?
4,48,Chidi Anagonye,I'm sure.
4,48,Chidi Anagonye,Can I ask you a question?
4,48,Chidi Anagonye,"Soulmates aren't real, are they?"
4,48,Michael,"Chidi, in all honesty, I don't know."
4,48,Michael,But I don't think so.
4,48,Michael,I knew what you expected to find when you got here: answers.
4,48,Michael,"Also, if I recall from your file, a magic blackboard?"
4,48,Chidi Anagonye,One that anticipates your lesson flow.
4,48,Chidi Anagonye,That is the dream.
4,48,Michael,But mostly you wanted answers.
4,48,Michael,"The ""soulmate"" one in particular."
4,48,Michael,"So, I used it to torture you."
4,48,Michael,"Which, again, sorry."
4,48,Michael,"If soulmates do exist, they're they're not found, they're made."
4,48,Michael,"People meet, they get a good feeling and then they get to work, building a relationship."
4,48,Michael,Like your parents.
4,48,Michael,They didn't magically stay together because you proved they should.
4,48,Chidi Anagonye,It wasn't my logic or my presentation.
4,48,Chidi Anagonye,"It was the feeling they got watching me, this scared little kid, telling them that he needed them."
4,48,Michael,And it was also what you made them remember.
4,48,Michael,They loved each other.
4,48,Michael,"Sometimes, people forget."
4,48,Michael,You reminded them of what they already had.
4,48,Michael,It convinced them to go to counseling.
4,48,Chidi Anagonye,I never knew they went to counseling.
4,48,Michael,"Yeah, kids are idiots."
4,48,Michael,"If they knew half the stuff their folks were up to, they'd lose their minds."
4,48,Chidi Anagonye,"Turns out, life isn't a puzzle that can just be solved one time and it's done."
4,48,Chidi Anagonye,You wake up every day and you solve it again.
4,48,Michael,Terribly inefficient.
4,48,Chidi Anagonye,"Ah, what a time to learn."
4,48,Chidi Anagonye,Can you give me a second?
4,48,Chidi Anagonye,Janet?
4,48,Janet,"Hi, there."
4,48,Chidi Anagonye,Hi.
4,48,Chidi Anagonye,"Uh, can I have a pen and some paper?"
4,48,Chidi Anagonye,"I don't know if I'll see you again, or what I'll remember if I do, but if we do cross paths again, sometime, somewhere can you get this back to me?"
4,48,Janet,Of course.
4,48,Chidi Anagonye,I'm ready.
4,48,Michael,"Hi, there, Chidi."
4,48,Michael,Welcome back.
4,48,Tahani Al-Jamil,Is he all right?
4,48,Tahani Al-Jamil,Did you break him?
4,48,Michael,"Hey, buddy."
4,48,Michael,How you doing?
4,48,Chidi Anagonye,"Man, I'm doin' great."
4,48,Chidi Anagonye,"Hey, so, for the past 300 years, have I been super annoying?"
4,48,Eleanor Shellstrop,"Oh, no"
4,48,Michael,"No, I wouldn't say no, no."
4,48,Tahani Al-Jamil,"Well, not extremely"
4,48,Jason Mendoza,Yes.
4,48,Chidi Anagonye,"Well, thank you, all of you, for everything that you've done for me."
